Name_ID,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Kennel Location,Scrape Date,age_numeric,Weight_num,Name,ID,location_simple,kennel_name,kennel_num,side,Days_at_shelter,result
KELLY (A1222923),Female,Pit Bull Terrier,5 years old,Dog,44 pounds,2024-11-19,FOSTER,2024-12-22,5.0,44.0,KELLY,1222923,Foster,FOSTER,,,33,Looking for Furever Home
KANDY (A1160087),Female,Labrador Retriever mix,8 years old,Dog,52 pounds,2024-11-18,FOSTER,2024-12-22,8.0,52.0,KANDY,1160087,Foster,FOSTER,,,34,Looking for Furever Home
SOPHIE (A1235985),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,48 pounds,2024-11-18,ADOPT 05L,2024-12-22,1.0,48.0,SOPHIE,1235985,Byrum,ADOPT ,05,L,34,Looking for Furever Home
BROM (A1232433),Male,American Pit Bull Terrier,3 years old,Dog,47 pounds,2024-11-18,FOSTER,2024-12-22,3.0,47.0,BROM,1232433,Foster,FOSTER,,,34,Looking for Furever Home
HASH BROWN (A1234152),Male,Pit Bull Terrier mix,3 years old,Dog,48 pounds,2024-11-17,FOSTER,2024-12-22,3.0,48.0,HASH BROWN,1234152,Foster,FOSTER,,,35,Looking for Furever Home
INDY (A1234818),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024-11-17,TOOMEYD17,2024-12-22,4.0,57.0,INDY,1234818,Toomey,TOOMEYD,17,,35,Looking for Furever Home
BRUNO (A1162164),Male,Australian Cattle Dog mix,5 years old,Dog,60 pounds,2024-11-17,FOSTER,2024-12-22,5.0,60.0,BRUNO,1162164,Foster,FOSTER,,,35,Looking for Furever Home
BROCK (A1222722),Male,Bulldog,"1 year, 10 months old",Dog,50 pounds,2024-11-17,TOOMEYD03,2024-12-22,1.0,50.0,BROCK,1222722,Toomey,TOOMEYD,03,,35,Looking for Furever Home
VIOLET (A1228132),Female,Pit Bull Terrier,6 years old,Dog,60 pounds,2024-11-17,FOSTER,2024-12-22,6.0,60.0,VIOLET,1228132,Foster,FOSTER,,,35,Looking for Furever Home
GONZO (A1236618),Male,Pit Bull Terrier mix,"2 years, 1 month old",Dog,55 pounds,2024-11-17,FOSTER,2024-12-22,2.0,55.0,GONZO,1236618,Foster,FOSTER,,,35,Looking for Furever Home
NYLA (A5372781),Female,Breed information is not provided by this shelter mix,5 years old,Dog,32 pounds,2024-11-17,FOSTER,2024-12-22,5.0,32.0,NYLA,5372781,Foster,FOSTER,,,35,Looking for Furever Home
A1236605,Female,Breed information is not provided by this shelter,4 months old,Dog,19 pounds,2024-11-16,FOSTER,2024-12-22,0.3333333333333333,19.0,,1236605,Foster,FOSTER,,,36,Looking for Furever Home
A1234940,Male,Australian Cattle Dog mix,6 months old,Dog,21 pounds,2024-11-16,FOSTER,2024-12-22,0.5,21.0,,1234940,Foster,FOSTER,,,36,Adopted
CHINA BELL (A1234955),Female,Labrador Retriever mix,10 years old,Dog,40 pounds,2024-11-15,FOSTER,2024-12-22,10.0,40.0,CHINA BELL,1234955,Foster,FOSTER,,,37,Looking for Furever Home
PORTER (A1235325),Male,Pit Bull Terrier,9 months old,Dog,38 pounds,2024-11-15,FOSTER,2024-12-22,0.75,38.0,PORTER,1235325,Foster,FOSTER,,,37,Looking for Furever Home
SCOOBY (A1233870),Male,Black Mouth Cur,"1 year, 3 months old",Dog,48 pounds,2024-11-15,FOSTER,2024-12-22,1.0,48.0,SCOOBY,1233870,Foster,FOSTER,,,37,Looking for Furever Home
TEDDY (A1078526),Male,Labrador Retriever mix,10 years old,Dog,47 pounds,2024-11-15,FOSTER,2024-12-22,10.0,47.0,TEDDY,1078526,Foster,FOSTER,,,37,Looking for Furever Home
HOPE (A1224937),Female,Pit Bull Terrier,4 years old,Dog,52 pounds,2024-11-14,FOSTER,2024-12-22,4.0,52.0,HOPE,1224937,Foster,FOSTER,,,38,Looking for Furever Home
WINNIE (A1236459),Female,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024-11-14,ADOPT 13L,2024-12-22,2.0,58.0,WINNIE,1236459,Byrum,ADOPT ,13,L,38,Looking for Furever Home
DIAMOND (A1236400),Female,Pit Bull Terrier,4 years old,Dog,40 pounds,2024-11-13,FOSTER,2024-12-22,4.0,40.0,DIAMOND,1236400,Foster,FOSTER,,,39,Looking for Furever Home
ROCKY (A1236426),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,56 pounds,2024-11-13,ADOPT 07R,2024-12-22,2.0,56.0,ROCKY,1236426,Byrum,ADOPT ,07,R,39,Looking for Furever Home
JOSIE (A1236287),Female,Pit Bull Terrier,7 months old,Dog,31 pounds,2024-11-13,FOSTER,2024-12-22,0.5833333333333334,31.0,JOSIE,1236287,Foster,FOSTER,,,39,Looking for Furever Home
MAX (A1232339),Male,German Shepherd Dog mix,"2 years, 4 months old",Dog,68 pounds,2024-11-13,FOSTER,2024-12-22,2.0,68.0,MAX,1232339,Foster,FOSTER,,,39,Looking for Furever Home
WHITLEY (A1236377),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,46 pounds,2024-11-12,ADOPT 16L,2024-12-22,2.0,46.0,WHITLEY,1236377,Byrum,ADOPT ,16,L,40,Looking for Furever Home
A1236365,Male,Chihuahua - Smooth Coated,"1 year, 1 month old",Dog,11 pounds,2024-11-11,FOSTER,2024-12-22,1.0,11.0,,1236365,Foster,FOSTER,,,41,Looking for Furever Home
WALTZ (A1236005),Male,Pit Bull Terrier,9 years old,Dog,53 pounds,2024-11-11,ADOPT 19L,2024-12-22,9.0,53.0,WALTZ,1236005,Byrum,ADOPT ,19,L,41,Looking for Furever Home
SUNNY (A1235381),Female,American Pit Bull Terrier,6 years old,Dog,56 pounds,2024-11-11,FOSTER,2024-12-22,6.0,56.0,SUNNY,1235381,Foster,FOSTER,,,41,Looking for Furever Home
BURT (A1232086),Male,American Staffordshire Terrier,7 years old,Dog,45 pounds,2024-11-11,FOSTER,2024-12-22,7.0,45.0,BURT,1232086,Foster,FOSTER,,,41,Looking for Furever Home
SHYLO (A1235816),Male,Plott Hound,5 years old,Dog,52 pounds,2024-11-10,FOSTER,2024-12-22,5.0,52.0,SHYLO,1235816,Foster,FOSTER,,,42,Looking for Furever Home
SONIC (A1236321),Male,Breed information is not provided by this shelter,4 months old,Dog,15 pounds,2024-11-10,FOSTER,2024-12-22,0.3333333333333333,15.0,SONIC,1236321,Foster,FOSTER,,,42,Looking for Furever Home
DINERO (A1236326),Male,American Staffordshire Terrier,11 months old,Dog,45 pounds,2024-11-10,ADOPT 01L,2024-12-22,0.9166666666666666,45.0,DINERO,1236326,Byrum,ADOPT ,01,L,42,Looking for Furever Home
CAPTAIN (A1232747),Male,Pit Bull Terrier,5 years old,Dog,49 pounds,2024-11-10,TOOMEYD12,2024-12-22,5.0,49.0,CAPTAIN,1232747,Toomey,TOOMEYD,12,,42,Looking for Furever Home
PATCHES (A1233721),Male,American Pit Bull Terrier,3 years old,Dog,56 pounds,2024-11-09,FOSTER,2024-12-22,3.0,56.0,PATCHES,1233721,Foster,FOSTER,,,43,Looking for Furever Home
NALA (A5436091),Female,Labrador Retriever,6 years old,Dog,55 pounds,2024-11-07,FOSTER,2024-12-22,6.0,55.0,NALA,5436091,Foster,FOSTER,,,45,Looking for Furever Home
GHOST (A1236177),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,54 pounds,2024-11-06,FOSTER,2024-12-22,2.0,54.0,GHOST,1236177,Foster,FOSTER,,,46,Looking for Furever Home
DRIZZY (A1224997),Female,Pointer mix,"1 year, 9 months old",Dog,37 pounds,2024-11-05,FOSTER,2024-12-22,1.0,37.0,DRIZZY,1224997,Foster,FOSTER,,,47,Looking for Furever Home
NOBARA (A1226234),Female,Pit Bull Terrier,"1 year, 6 months old",Dog,56 pounds,2024-11-04,FOSTER,2024-12-22,1.0,56.0,NOBARA,1226234,Foster,FOSTER,,,48,Looking for Furever Home
MARMALADE (A1235527),Female,Labrador Retriever mix,8 years old,Dog,45 pounds,2024-11-04,FOSTER,2024-12-22,8.0,45.0,MARMALADE,1235527,Foster,FOSTER,,,48,Looking for Furever Home
MARK (A1236061),Male,Chihuahua - Smooth Coated mix,4 years old,Dog,20 pounds,2024-11-03,FOSTER,2024-12-22,4.0,20.0,MARK,1236061,Foster,FOSTER,,,49,Looking for Furever Home
JACK (A1228682),Male,Pit Bull Terrier mix,5 years old,Dog,50 pounds,2024-11-03,FOSTER,2024-12-22,5.0,50.0,JACK,1228682,Foster,FOSTER,,,49,Looking for Furever Home
JAMES (A1230515),Male,Pit Bull Terrier,5 years old,Dog,53 pounds,2024-11-03,FOSTER,2024-12-22,5.0,53.0,JAMES,1230515,Foster,FOSTER,,,49,Looking for Furever Home
KARMA (A1175481),Female,Pit Bull Terrier,4 years old,Dog,37 pounds,2024-11-03,FOSTER,2024-12-22,4.0,37.0,KARMA,1175481,Foster,FOSTER,,,49,Looking for Furever Home
MIRROR (A1234653),Female,Australian Shepherd,"1 year, 2 months old",Dog,47 pounds,2024-11-02,FOSTER,2024-12-22,1.0,47.0,MIRROR,1234653,Foster,FOSTER,,,50,Looking for Furever Home
TULIP (A1235149),Female,Pit Bull Terrier,"2 years, 2 months old",Dog,47 pounds,2024-10-31,FOSTER,2024-12-22,2.0,47.0,TULIP,1235149,Foster,FOSTER,,,52,Looking for Furever Home
GAVIN (A1230786),Male,Pit Bull Terrier mix,"2 years, 5 months old",Dog,69 pounds,2024-10-29,FOSTER,2024-12-22,2.0,69.0,GAVIN,1230786,Foster,FOSTER,,,54,Looking for Furever Home
AMITY (A1235076),Female,Siberian Husky mix,1 year,Dog,47 pounds,2024-10-28,FOSTER,2024-12-22,1.0,47.0,AMITY,1235076,Foster,FOSTER,,,55,Looking for Furever Home
BENSON (A1235813),Male,Pit Bull Terrier,4 years old,Dog,60 pounds,2024-10-27,FOSTER,2024-12-22,4.0,60.0,BENSON,1235813,Foster,FOSTER,,,56,Looking for Furever Home
KAINE (A1228289),Male,Pit Bull Terrier mix,3 years old,Dog,47 pounds,2024-10-26,FOSTER,2024-12-22,3.0,47.0,KAINE,1228289,Foster,FOSTER,,,57,Looking for Furever Home
PRINCESS (A1113586),Female,Breed information is not provided by this shelter,11 years old,Dog,53 pounds,2024-10-26,FOSTER,2024-12-22,11.0,53.0,PRINCESS,1113586,Foster,FOSTER,,,57,Looking for Furever Home
GRACIE (A1164402),Female,Pit Bull Terrier,10 years old,Dog,64 pounds,2024-10-25,FOSTER,2024-12-22,10.0,64.0,GRACIE,1164402,Foster,FOSTER,,,58,Looking for Furever Home
STORM (A1192144),Female,Pit Bull Terrier,9 years old,Dog,63 pounds,2024-10-24,FOSTER,2024-12-22,9.0,63.0,STORM,1192144,Foster,FOSTER,,,59,Looking for Furever Home
GILLIGAN (A1235626),Male,Labrador Retriever mix,11 months old,Dog,45 pounds,2024-10-24,TOOMEYD11,2024-12-22,0.9166666666666666,45.0,GILLIGAN,1235626,Toomey,TOOMEYD,11,,59,Adopted
SWEETIE (A1235534),Female,Breed information is not provided by this shelter mix,8 years old,Dog,58 pounds,2024-10-23,FOSTER,2024-12-22,8.0,58.0,SWEETIE,1235534,Foster,FOSTER,,,60,Looking for Furever Home
EMILY (A1235598),Female,Pit Bull Terrier,7 years old,Dog,51 pounds,2024-10-23,TOOMEYD29,2024-12-22,7.0,51.0,EMILY,1235598,Toomey,TOOMEYD,29,,60,Looking for Furever Home
BLUE (A5106714),Male,Pit Bull Terrier,11 years old,Dog,50 pounds,2024-10-23,FOSTER,2024-12-22,11.0,50.0,BLUE,5106714,Foster,FOSTER,,,60,Looking for Furever Home
CLYDE (A1235302),Male,Border Collie mix,"2 years, 2 months old",Dog,50 pounds,2024-10-18,FOSTER,2024-12-22,2.0,50.0,CLYDE,1235302,Foster,FOSTER,,,65,Looking for Furever Home
BLUE (A1234795),Female,Pit Bull Terrier,6 years old,Dog,40 pounds,2024-10-17,FOSTER,2024-12-22,6.0,40.0,BLUE,1234795,Foster,FOSTER,,,66,Looking for Furever Home
GULLIVER (A1235187),Male,Pit Bull Terrier mix,4 years old,Dog,50 pounds,2024-10-16,FOSTER,2024-12-22,4.0,50.0,GULLIVER,1235187,Foster,FOSTER,,,67,Looking for Furever Home
KODA (A1233551),Male,Boxer,8 years old,Dog,50 pounds,2024-10-15,FOSTER,2024-12-22,8.0,50.0,KODA,1233551,Foster,FOSTER,,,68,Looking for Furever Home
WILMA (A1235082),Female,German Shepherd Dog mix,"1 year, 2 months old",Dog,32 pounds,2024-10-14,FOSTER,2024-12-22,1.0,32.0,WILMA,1235082,Foster,FOSTER,,,69,Looking for Furever Home
JANIE (A1230010),Female,Pit Bull Terrier mix,3 years old,Dog,53 pounds,2024-10-13,FOSTER,2024-12-22,3.0,53.0,JANIE,1230010,Foster,FOSTER,,,70,Looking for Furever Home
BIGGIE (A1231106),Male,Poodle - Standard,"1 year, 10 months old",Dog,53 pounds,2024-10-11,FOSTER,2024-12-22,1.0,53.0,BIGGIE,1231106,Foster,FOSTER,,,72,Looking for Furever Home
BENTLY (A1234957),Male,Breed information is not provided by this shelter,7 years old,Dog,74 pounds,2024-10-11,FOSTER,2024-12-22,7.0,74.0,BENTLY,1234957,Foster,FOSTER,,,72,Looking for Furever Home
SPORT (A1234915),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,70 pounds,2024-10-10,ADOPT 06L,2024-12-22,2.0,70.0,SPORT,1234915,Byrum,ADOPT ,06,L,73,Looking for Furever Home
ANGEL (A1233359),Female,Pit Bull Terrier,5 years old,Dog,29 pounds,2024-10-10,FOSTER,2024-12-22,5.0,29.0,ANGEL,1233359,Foster,FOSTER,,,73,Looking for Furever Home
ELLE (A1231590),Female,Labrador Retriever,"2 years, 4 months old",Dog,40 pounds,2024-10-10,FOSTER,2024-12-22,2.0,40.0,ELLE,1231590,Foster,FOSTER,,,73,Looking for Furever Home
TUCKER (A1234496),Male,Pit Bull Terrier,6 months old,Dog,42 pounds,2024-10-08,FOSTER,2024-12-22,0.5,42.0,TUCKER,1234496,Foster,FOSTER,,,75,Looking for Furever Home
SPYRO (A1234834),Male,Pit Bull Terrier,9 years old,Dog,60 pounds,2024-10-08,ADOPT 03L,2024-12-22,9.0,60.0,SPYRO,1234834,Byrum,ADOPT ,03,L,75,Looking for Furever Home
GEORGE (A1233800),Male,Labrador Retriever,8 years old,Dog,72 pounds,2024-10-07,FOSTER,2024-12-22,8.0,72.0,GEORGE,1233800,Foster,FOSTER,,,76,Looking for Furever Home
SNUBBULL (A1232901),Male,Pit Bull Terrier,6 years old,Dog,62 pounds,2024-10-07,FOSTER,2024-12-22,6.0,62.0,SNUBBULL,1232901,Foster,FOSTER,,,76,Looking for Furever Home
RUBI (A1234244),Female,Labrador Retriever,"2 years, 3 months old",Dog,34 pounds,2024-10-06,FOSTER,2024-12-22,2.0,34.0,RUBI,1234244,Foster,FOSTER,,,77,Looking for Furever Home
HURLEY (A1227451),Male,German Shepherd Dog mix,"2 years, 7 months old",Dog,48 pounds,2024-10-05,FOSTER,2024-12-22,2.0,48.0,HURLEY,1227451,Foster,FOSTER,,,78,Looking for Furever Home
DIAMOND (A1048746),Female,Pit Bull Terrier,10 years old,Dog,60 pounds,2024-10-04,FOSTER,2024-12-22,10.0,60.0,DIAMOND,1048746,Foster,FOSTER,,,79,Looking for Furever Home
SIMONE (A1231499),Female,Pit Bull Terrier,4 years old,Dog,45 pounds,2024-10-01,FOSTER,2024-12-22,4.0,45.0,SIMONE,1231499,Foster,FOSTER,,,82,Looking for Furever Home
BRIE (A1234232),Female,Australian Cattle Dog mix,10 years old,Dog,45 pounds,2024-10-01,FOSTER,2024-12-22,10.0,45.0,BRIE,1234232,Foster,FOSTER,,,82,Looking for Furever Home
SOX (A1234444),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,53 pounds,2024-09-30,FOSTER,2024-12-22,2.0,53.0,SOX,1234444,Foster,FOSTER,,,83,Looking for Furever Home
MARLEY (A1234329),Female,Labrador Retriever,"2 years, 2 months old",Dog,54 pounds,2024-09-26,FOSTER,2024-12-22,2.0,54.0,MARLEY,1234329,Foster,FOSTER,,,87,Looking for Furever Home
HAL (A1231978),Male,Border Collie and Siberian Husky,"1 year, 4 months old",Dog,51 pounds,2024-09-25,FOSTER,2024-12-22,1.0,51.0,HAL,1231978,Foster,FOSTER,,,88,Looking for Furever Home
LOLITA (A1130071),Female,Border Collie mix,9 years old,Dog,38 pounds,2024-09-24,FOSTER,2024-12-22,9.0,38.0,LOLITA,1130071,Foster,FOSTER,,,89,Looking for Furever Home
LEON (A1231837),Male,Boxer mix,"2 years, 4 months old",Dog,49 pounds,2024-09-22,FOSTER,2024-12-22,2.0,49.0,LEON,1231837,Foster,FOSTER,,,91,Adopted
HARPER (A1232750),Female,Pit Bull Terrier,8 years old,Dog,44 pounds,2024-09-21,FOSTER,2024-12-22,8.0,44.0,HARPER,1232750,Foster,FOSTER,,,92,Looking for Furever Home
EUGENE (A1232500),Male,Pit Bull Terrier,4 years old,Dog,60 pounds,2024-09-20,FOSTER,2024-12-22,4.0,60.0,EUGENE,1232500,Foster,FOSTER,,,93,Looking for Furever Home
MILLIE (A1229596),Female,Pit Bull Terrier mix,3 years old,Dog,40 pounds,2024-09-20,FOSTER,2024-12-22,3.0,40.0,MILLIE,1229596,Foster,FOSTER,,,93,Adopted
SKYE (A1234032),Male,Alaskan Malamute,8 years old,Dog,76 pounds,2024-09-19,FOSTER,2024-12-22,8.0,76.0,SKYE,1234032,Foster,FOSTER,,,94,Looking for Furever Home
VIENNA (A1231304),Female,Pit Bull Terrier,4 years old,Dog,60 pounds,2024-09-18,FOSTER,2024-12-22,4.0,60.0,VIENNA,1231304,Foster,FOSTER,,,95,Looking for Furever Home
ZAP (A1233834),Male,Pit Bull Terrier,"1 year, 3 months old",Dog,44 pounds,2024-09-16,FOSTER,2024-12-22,1.0,44.0,ZAP,1233834,Foster,FOSTER,,,97,Looking for Furever Home
LANDON (A1233785),Male,Pit Bull Terrier,"1 year, 3 months old",Dog,45 pounds,2024-09-15,FOSTER,2024-12-22,1.0,45.0,LANDON,1233785,Foster,FOSTER,,,98,Looking for Furever Home
LEON (A1232349),Male,Rottweiler mix,"2 years, 4 months old",Dog,30 pounds,2024-09-15,FOSTER,2024-12-22,2.0,30.0,LEON,1232349,Foster,FOSTER,,,98,Looking for Furever Home
TEDDY (A1229979),Male,Pit Bull Terrier,3 years old,Dog,62 pounds,2024-09-12,FOSTER,2024-12-22,3.0,62.0,TEDDY,1229979,Foster,FOSTER,,,101,Looking for Furever Home
ACE (A1233621),Male,Breed information is not provided by this shelter,8 years old,Dog,38 pounds,2024-09-11,FOSTER,2024-12-22,8.0,38.0,ACE,1233621,Foster,FOSTER,,,102,Looking for Furever Home
AUGGIE (A1231305),Male,Siberian Husky,4 years old,Dog,38 pounds,2024-09-08,FOSTER,2024-12-22,4.0,38.0,AUGGIE,1231305,Foster,FOSTER,,,105,Looking for Furever Home
GERMANY (A1230642),Female,Pit Bull Terrier,4 years old,Dog,51 pounds,2024-09-07,FOSTER,2024-12-22,4.0,51.0,GERMANY,1230642,Foster,FOSTER,,,106,Looking for Furever Home
EMMETT (A1229456),Male,American Bulldog mix,4 years old,Dog,50 pounds,2024-09-06,FOSTER,2024-12-22,4.0,50.0,EMMETT,1229456,Foster,FOSTER,,,107,Looking for Furever Home
BRUNO (A1227917),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,48 pounds,2024-09-03,FOSTER,2024-12-22,1.0,48.0,BRUNO,1227917,Foster,FOSTER,,,110,Looking for Furever Home
ARCHIE (A1231983),Male,Pit Bull Terrier,4 years old,Dog,45 pounds,2024-09-03,FOSTER,2024-12-22,4.0,45.0,ARCHIE,1231983,Foster,FOSTER,,,110,Looking for Furever Home
KOKO (A1232495),Female,Breed information is not provided by this shelter mix,10 months old,Dog,27 pounds,2024-09-03,FOSTER,2024-12-22,0.8333333333333334,27.0,KOKO,1232495,Foster,FOSTER,,,110,Looking for Furever Home
VERA (A1233136),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,50 pounds,2024-09-02,FOSTER,2024-12-22,2.0,50.0,VERA,1233136,Foster,FOSTER,,,111,Looking for Furever Home
GEMMA (A1233145),Female,Pit Bull Terrier mix,4 years old,Dog,42 pounds,2024-09-02,FOSTER,2024-12-22,4.0,42.0,GEMMA,1233145,Foster,FOSTER,,,111,Looking for Furever Home
COOKIE (A1222982),Female,Pit Bull Terrier,8 years old,Dog,59 pounds,2024-09-02,FOSTER,2024-12-22,8.0,59.0,COOKIE,1222982,Foster,FOSTER,,,111,Looking for Furever Home
SAPPHIRE (A1230401),Female,Pit Bull Terrier,"2 years, 5 months old",Dog,47 pounds,2024-09-01,FOSTER,2024-12-22,2.0,47.0,SAPPHIRE,1230401,Foster,FOSTER,,,112,Looking for Furever Home
MICK (A1225412),Male,Labrador Retriever mix,3 years old,Dog,56 pounds,2024-08-30,FOSTER,2024-12-22,3.0,56.0,MICK,1225412,Foster,FOSTER,,,114,Looking for Furever Home
BRUNO (A1232081),Male,Pit Bull Terrier mix,5 years old,Dog,64 pounds,2024-08-25,FOSTER,2024-12-22,5.0,64.0,BRUNO,1232081,Foster,FOSTER,,,119,Looking for Furever Home
LAYKA (A1232596),Female,Pit Bull Terrier,1 year,Dog,51 pounds,2024-08-23,FOSTER,2024-12-22,1.0,51.0,LAYKA,1232596,Foster,FOSTER,,,121,Looking for Furever Home
INDY (A1207529),Male,American Bulldog and American Staffordshire Terrier,4 years old,Dog,55 pounds,2024-08-22,FOSTER,2024-12-22,4.0,55.0,INDY,1207529,Foster,FOSTER,,,122,Looking for Furever Home
CHEWY (A1078690),Male,Pit Bull Terrier mix,10 years old,Dog,84 pounds,2024-08-20,FOSTER,2024-12-22,10.0,84.0,CHEWY,1078690,Foster,FOSTER,,,124,Looking for Furever Home
CANELA (A1000619),Female,Pit Bull Terrier mix,15 years old,Dog,50 pounds,2024-08-18,FOSTER,2024-12-22,15.0,50.0,CANELA,1000619,Foster,FOSTER,,,126,Looking for Furever Home
LYLA (A1225926),Female,Labrador Retriever,"1 year, 2 months old",Dog,32 pounds,2024-08-18,FOSTER,2024-12-22,1.0,32.0,LYLA,1225926,Foster,FOSTER,,,126,Looking for Furever Home
STANLEY (A1221804),Male,Pit Bull Terrier mix,4 years old,Dog,50 pounds,2024-08-15,FOSTER,2024-12-22,4.0,50.0,STANLEY,1221804,Foster,FOSTER,,,129,Looking for Furever Home
MILKSHAKE (A1232137),Male,Pit Bull Terrier,"1 year, 4 months old",Dog,40 pounds,2024-08-14,FOSTER,2024-12-22,1.0,40.0,MILKSHAKE,1232137,Foster,FOSTER,,,130,Looking for Furever Home
SALVADOR (A1231854),Male,German Shepherd Dog,"1 year, 4 months old",Dog,52 pounds,2024-08-13,FOSTER,2024-12-22,1.0,52.0,SALVADOR,1231854,Foster,FOSTER,,,131,Adopted
A1231930,Male,Labrador Retriever,9 months old,Dog,27 pounds,2024-08-10,FOSTER,2024-12-22,0.75,27.0,,1231930,Foster,FOSTER,,,134,Looking for Furever Home
ELLA JANE (A1225723),Female,Pit Bull Terrier mix,"2 years, 8 months old",Dog,52 pounds,2024-08-06,FOSTER,2024-12-22,2.0,52.0,ELLA JANE,1225723,Foster,FOSTER,,,138,Looking for Furever Home
ABRAHAM (A1185782),Male,Black Mouth Cur mix,10 years old,Dog,58 pounds,2024-08-05,FOSTER,2024-12-22,10.0,58.0,ABRAHAM,1185782,Foster,FOSTER,,,139,Looking for Furever Home
OSO (A1229867),Male,Pit Bull Terrier,6 years old,Dog,69 pounds,2024-08-05,FOSTER,2024-12-22,6.0,69.0,OSO,1229867,Foster,FOSTER,,,139,Looking for Furever Home
GARTH (A1230553),Male,Pit Bull Terrier,"1 year, 5 months old",Dog,43 pounds,2024-07-29,FOSTER,2024-12-22,1.0,43.0,GARTH,1230553,Foster,FOSTER,,,146,Looking for Furever Home
ORION (A1231159),Male,Pit Bull Terrier,3 years old,Dog,55 pounds,2024-07-27,FOSTER,2024-12-22,3.0,55.0,ORION,1231159,Foster,FOSTER,,,148,Looking for Furever Home
PRINCESS (A1164401),Female,Pit Bull Terrier,9 years old,Dog,61 pounds,2024-07-25,FOSTER,2024-12-22,9.0,61.0,PRINCESS,1164401,Foster,FOSTER,,,150,Adopted
DELLA (A1230524),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,29 pounds,2024-07-24,FOSTER,2024-12-22,1.0,29.0,DELLA,1230524,Foster,FOSTER,,,151,Looking for Furever Home
CHARLIE (A1178219),Male,Boxer mix,11 years old,Dog,52 pounds,2024-07-13,FOSTER,2024-12-22,11.0,52.0,CHARLIE,1178219,Foster,FOSTER,,,162,Looking for Furever Home
ROCCO (A1217947),Male,Pit Bull Terrier mix,2 years,Dog,55 pounds,2024-07-13,FOSTER,2024-12-22,2.0,55.0,ROCCO,1217947,Foster,FOSTER,,,162,Looking for Furever Home
SCOTTIE (A1230237),Male,Boxer,"2 years, 5 months old",Dog,54 pounds,2024-07-09,FOSTER,2024-12-22,2.0,54.0,SCOTTIE,1230237,Foster,FOSTER,,,166,Looking for Furever Home
LAILA (A1222988),Female,Border Collie and Pointer,4 years old,Dog,50 pounds,2024-07-09,FOSTER,2024-12-22,4.0,50.0,LAILA,1222988,Foster,FOSTER,,,166,Looking for Furever Home
KING (A1228259),Male,Pit Bull Terrier,10 years old,Dog,62 pounds,2024-07-03,FOSTER,2024-12-22,10.0,62.0,KING,1228259,Foster,FOSTER,,,172,Looking for Furever Home
DAKOTA (A1223522),Male,Pit Bull Terrier,"2 years, 10 months old",Dog,57 pounds,2024-06-29,FOSTER,2024-12-22,2.0,57.0,DAKOTA,1223522,Foster,FOSTER,,,176,Looking for Furever Home
PERSEPHONE (A1206441),Female,Pit Bull Terrier,"2 years, 11 months old",Dog,40 pounds,2024-06-25,FOSTER,2024-12-22,2.0,40.0,PERSEPHONE,1206441,Foster,FOSTER,,,180,Looking for Furever Home
RAMONA (A1226936),Female,Australian Shepherd mix,3 years old,Dog,35 pounds,2024-06-25,FOSTER,2024-12-22,3.0,35.0,RAMONA,1226936,Foster,FOSTER,,,180,Looking for Furever Home
ROCKET (A1215856),Male,Boxer and Pit Bull Terrier,3 years old,Dog,50 pounds,2024-06-14,FOSTER,2024-12-22,3.0,50.0,ROCKET,1215856,Foster,FOSTER,,,191,Looking for Furever Home
TAYA (A1228266),Female,Pit Bull Terrier mix,"1 year, 6 months old",Dog,50 pounds,2024-06-03,FOSTER,2024-12-22,1.0,50.0,TAYA,1228266,Foster,FOSTER,,,202,Looking for Furever Home
PATRICK (A1224972),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024-05-29,FOSTER,2024-12-22,4.0,57.0,PATRICK,1224972,Foster,FOSTER,,,207,Looking for Furever Home
FERRIS (A1217384),Male,Labrador Retriever mix,5 years old,Dog,63 pounds,2024-05-22,FOSTER,2024-12-22,5.0,63.0,FERRIS,1217384,Foster,FOSTER,,,214,Looking for Furever Home
BAILEY (A1212093),Female,Staffordshire Bull Terrier,3 years old,Dog,49 pounds,2024-05-17,FOSTER,2024-12-22,3.0,49.0,BAILEY,1212093,Foster,FOSTER,,,219,Looking for Furever Home
LOVE (A1200949),Female,Pit Bull Terrier,3 years old,Dog,56 pounds,2024-05-17,FOSTER,2024-12-22,3.0,56.0,LOVE,1200949,Foster,FOSTER,,,219,Looking for Furever Home
BRODI (A1159397),Male,Boxer and Staffordshire Bull Terrier,6 years old,Dog,55 pounds,2024-05-16,FOSTER,2024-12-22,6.0,55.0,BRODI,1159397,Foster,FOSTER,,,220,Looking for Furever Home
